,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,cluster,label
32176,41,20,1,0.08,1,0,1
32177,190,3,15,1.76,1,3,0
32178,90,30,4,0.35,1,0,0
32179,195,10,4,0.34,1,3,0
32180,150,2,4,0.31,1,0,0
32181,47,2,4,0.31,1,0,1
32182,86,1,110,8.27,1,0,0
32183,160,2,11,0.87,1,3,1
32184,150,1,18,1.32,3,0,0
32185,45,1,42,3.19,3,0,1
32187,78,2,51,3.74,1,0,1
32188,169,3,11,0.93,2,3,0
32189,169,4,19,1.4,1,3,0
32190,86,2,1,0.08,1,0,1
32192,99,1,41,2.96,7,0,1
32194,105,1,24,1.77,7,0,1
32195,85,30,7,0.53,6,0,1
32197,97,3,6,0.44,1,0,1
32199,232,29,1,0.12,96,3,0
32200,40,2,31,2.31,2,0,1
32201,100,1,12,0.88,1,0,1
32202,100,2,9,0.66,1,0,0
32203,400,2,7,0.57,2,3,0
32204,69,1,78,5.92,1,0,1
32205,180,1,81,6.12,1,3,0
32206,150,3,28,2.04,1,0,0
32207,88,30,4,0.38,1,0,0
32208,169,29,2,0.27,96,3,0
32209,40,2,9,0.73,3,0,1
32210,390,3,72,5.31,1,3,0
32211,600,2,44,3.37,1,1,0
32212,50,2,4,0.3,3,0,1
32213,55,3,23,1.69,1,0,1
32215,95,1,9,0.73,1,0,1
32216,85,2,36,2.65,1,0,0
32217,65,14,8,0.58,2,0,1
32218,100,3,4,0.29,1,0,0
32219,295,4,16,1.42,3,3,0
32222,89,1,13,1.2,2,0,1
32223,49,2,8,0.62,3,0,1
32224,75,3,4,0.3,2,0,1
32225,45,1,5,0.37,1,0,2
32227,125,1,1,0.09,1,0,0
32228,149,1,30,2.2,2,0,1
32229,110,1,3,0.28,1,0,1
32232,90,3,2,0.16,1,0,1
32233,182,2,11,0.9,1,3,0
32234,65,30,2,0.21,6,0,0
32235,95,1,31,2.28,1,0,0
32236,46,3,1,0.08,1,0,1
32237,120,1,41,3.1,1,0,1
32238,37,4,52,3.94,1,0,1
32239,85,1,1,0.6,3,0,1
32240,85,1,81,6.06,2,0,1
32242,110,5,2,0.15,1,0,1
32243,140,2,19,1.52,2,0,0
32244,150,5,1,0.08,1,0,0
32245,85,2,34,2.46,1,0,1
32246,130,1,12,0.87,1,0,0
32248,130,3,4,0.31,1,0,0
32249,125,2,15,1.14,1,0,0
32250,74,3,23,1.77,4,0,1
32251,99,2,52,3.96,1,0,1
32252,62,1,107,8.25,2,0,1
32253,200,2,20,1.47,1,3,0
32254,180,7,5,0.39,1,3,0
32255,46,3,7,0.51,1,0,1
32256,70,7,1,0.08,1,0,1
32259,200,2,4,0.33,1,3,0
32260,100,1,4,0.3,1,0,1
32261,100,1,51,3.81,1,0,0
32263,40,1,3,0.22,1,0,1
32264,120,3,12,1.03,2,0,0
32265,38,30,1,0.08,18,0,1
32266,55,1,5,0.41,7,0,1
32267,60,1,20,1.52,7,0,1
32268,199,3,8,0.74,3,3,0
32269,50,1,31,2.26,1,0,1
32270,32,29,2,0.17,1,0,1
32271,175,3,7,0.68,1,3,0
32272,74,2,2,0.15,1,0,1
32273,175,30,6,0.91,1,3,0
32275,150,1,11,0.8,1,0,0
32276,200,3,9,0.69,1,3,0
32277,95,2,4,0.29,1,0,1
32278,86,2,41,3.18,1,0,0
32279,260,4,2,0.18,1,3,0
32280,65,2,3,1.36,2,0,1
32281,165,1,67,5.51,1,3,0
32282,150,2,5,0.4,2,0,0
32283,140,29,2,0.15,1,0,0
32284,62,4,4,0.29,1,0,0
32285,100,1,20,1.53,3,0,2
32288,44,1,25,1.83,2,0,2
32289,75,2,4,0.34,1,0,1
32290,299,2,2,0.2,1,3,0
32292,70,2,31,2.4,1,0,1
32293,149,1,31,2.31,1,0,1
32294,145,21,1,0.08,1,0,0
32295,50,1,11,1.0,3,0,1
32296,50,1,7,0.62,3,0,1
32297,80,2,12,0.93,1,0,1
32299,60,20,4,0.32,1,0,1
32300,92,2,17,1.23,1,0,0
32301,80,1,3,0.31,1,0,1
32302,155,3,26,2.18,1,0,0
32303,65,2,13,1.03,1,0,1
32304,156,7,5,0.4,47,0,1
32305,100,3,8,0.59,1,0,1
32306,197,3,6,0.48,1,3,0
32307,80,2,28,2.09,6,0,1
32308,250,2,24,1.83,1,3,0
32309,45,30,4,0.35,1,0,1
32310,50,2,5,0.37,3,0,1
32311,250,6,11,0.85,1,3,0
32312,199,2,50,3.74,2,3,0
32313,150,2,5,0.38,2,0,0
32314,80,1,1,0.08,1,0,1
32315,33,3,1,0.09,1,0,1
32316,85,4,25,1.91,2,0,1
32317,65,2,13,0.96,34,0,1
32318,100,1,24,1.79,2,0,1
32319,60,7,2,0.18,1,0,0
32320,150,1,4,0.3,1,0,0
32321,80,5,1,0.16,1,0,1
32322,339,3,18,1.37,12,3,0
32323,175,4,7,0.52,1,3,0
32324,339,3,14,1.13,12,3,0
32325,100,2,1,0.14,1,0,1
32326,100,2,1,0.08,1,0,1
32327,200,3,14,1.14,1,3,0
32328,75,2,19,1.4,2,0,1
32329,140,3,6,0.51,1,0,0
32330,245,3,1,0.16,2,3,0
32331,195,2,2,0.19,3,3,0
32332,45,2,25,1.97,2,0,1
32333,93,2,14,1.03,2,0,0
32334,35,1,64,4.76,4,0,1
32335,40,2,32,2.42,4,0,1
32337,65,5,67,5.01,2,0,1
32338,156,1,70,5.16,1,0,0
32339,60,2,24,1.76,34,0,1
32340,60,2,30,2.22,34,0,1
32341,399,4,58,4.26,1,3,0
32343,95,4,3,0.24,1,0,0
32344,108,1,35,2.77,10,0,0
32345,269,4,6,0.66,1,3,0
32346,240,3,4,0.31,1,3,0
32347,200,28,35,2.72,1,3,0
32348,80,2,70,5.34,1,0,0
32349,61,2,3,1.84,2,0,1
32350,200,7,1,0.16,1,3,0
32351,50,2,20,1.74,4,0,1
32352,100,2,10,0.88,1,0,0
32353,65,2,22,1.63,1,0,1
32354,60,1,1,0.08,3,0,1
32355,410,31,40,3.2,2,3,0
32356,55,15,10,0.8,2,0,1
32357,245,2,8,0.68,1,3,0
32358,132,1,114,8.38,3,0,0
32359,45,30,1,0.09,2,0,1
32360,155,1,16,1.22,4,0,0
32361,225,1,63,4.83,1,3,0
32362,150,10,1,0.16,1,0,0
32363,150,2,20,1.52,1,0,1
32364,450,3,14,1.04,1,1,0
32365,100,1,25,1.92,3,0,1
32366,110,1,43,3.25,3,0,1
32367,160,3,52,3.9,1,0,0
32368,220,1,1,0.07,1,3,2
32369,150,1,1,0.16,1,0,0
32370,350,3,11,0.83,1,3,0
32371,53,3,4,0.3,2,0,0
32372,1000,3,10,0.79,1,1,0
32373,145,2,13,1.02,1,0,0
32374,68,4,33,2.56,1,0,1
32375,60,1,63,5.12,3,0,1
32376,85,1,127,9.43,1,0,1
32377,60,2,7,0.51,1,0,1
32378,65,1,29,2.57,3,0,1
32379,130,3,10,0.88,1,0,0
32380,61,3,2,0.15,1,0,1
32382,41,2,54,4.14,1,0,1
32383,425,3,50,3.85,1,3,0
32384,135,2,16,1.21,1,0,0
32385,85,30,16,1.18,1,0,0
32389,117,1,48,3.51,1,0,0
32390,95,3,14,1.12,1,0,0
32391,75,2,12,0.97,3,0,1
32392,140,3,14,1.05,2,0,0
32394,85,4,11,0.86,1,0,1
32395,200,7,4,0.29,2,3,0
32396,149,2,59,4.33,1,0,0
32397,85,5,3,0.27,1,0,1
32398,30,1,21,1.6,2,0,2
32400,200,2,71,5.23,1,3,0
32401,60,1,6,0.45,3,0,1
32402,150,3,34,2.91,1,0,1
32403,109,3,7,0.53,2,0,1
32405,650,10,1,0.09,1,1,0
32406,140,3,4,0.34,1,0,0
32407,200,2,41,3.3,1,3,0
32408,120,4,6,0.49,1,0,0
32409,175,5,9,0.68,1,3,0
32410,170,2,8,0.62,1,3,0
32412,90,1,5,1.61,6,0,1
32413,110,2,5,0.48,1,0,1
32414,89,1,62,4.64,8,0,0
32415,96,3,10,0.78,1,0,0
32416,70,28,26,1.99,3,0,1
32417,80,1,86,6.35,1,0,1
32418,65,2,24,1.79,2,0,1
32419,150,2,36,2.71,1,0,1
32420,100,1,33,3.87,2,0,1
32421,99,1,95,7.2,2,0,1
32422,150,2,15,1.25,1,0,1
32423,69,2,36,2.85,1,0,1
32424,375,2,13,0.96,2,3,0
32425,55,5,24,1.84,1,0,1
32426,175,2,19,1.45,1,3,0
32427,90,1,57,4.31,1,0,1
32428,60,2,21,1.71,1,0,1
32429,100,2,2,0.15,1,0,1
32430,47,3,13,0.99,1,0,1
32431,160,30,8,0.71,1,3,0
32432,80,2,42,3.16,4,0,0
32433,125,2,24,1.9,1,0,1
32434,81,1,18,1.34,6,0,1
32436,183,1,58,4.36,1,3,0
32437,60,1,9,0.76,2,0,0
32438,120,7,1,0.09,1,0,0
32439,1000,1,1,0.12,1,1,0
32440,156,1,29,2.33,2,0,1
32441,300,4,4,0.33,1,3,0
32443,70,10,1,0.08,2,0,1
32444,80,3,30,2.31,3,0,1
32445,120,3,2,0.19,2,0,0
32448,110,7,5,0.39,1,0,1
32449,55,2,3,0.25,2,0,1
32450,100,1,1,0.1,1,0,1
32451,55,7,9,0.91,47,0,1
32452,75,1,41,3.05,2,0,1
32453,160,7,1,0.08,1,3,0
32454,170,3,2,0.16,1,3,0
32456,120,1,57,4.25,6,0,0
32457,230,1,21,1.72,1,3,1
32458,125,1,59,4.38,1,0,0
32459,100,6,6,0.45,2,0,1
32460,300,3,2,0.17,1,3,0
32461,125,30,2,0.18,1,0,0
32463,100,3,25,1.9,2,0,1
32464,250,29,1,0.09,96,3,0
32465,50,3,49,3.68,1,0,1
32466,70,2,26,1.96,1,0,1
32467,43,1,33,2.5,1,0,1
32468,95,3,14,1.07,3,0,1
32471,95,1,13,1.04,1,0,0
32473,190,2,32,2.74,1,3,0
32475,207,29,1,0.08,96,3,0
32476,100,5,1,0.08,1,0,0
32477,180,29,1,0.09,96,3,0
32478,99,2,14,1.06,1,0,1
32479,125,5,2,0.18,2,0,0
32480,50,2,40,2.96,2,0,1
32481,190,4,4,0.32,1,3,0
32482,55,7,1,0.16,2,0,1
32483,150,1,14,1.17,1,0,0
32484,75,2,61,5.23,1,0,0
32485,500,10,41,3.17,1,1,0
32486,69,1,52,3.86,8,0,2
32487,99,1,42,3.12,8,0,2
32488,65,1,44,3.27,8,0,2
32489,65,1,63,4.68,8,0,2
32490,36,2,5,0.38,26,0,1
32491,125,4,1,0.09,1,0,0
32492,50,2,60,4.52,1,0,1
32493,250,7,3,0.24,1,3,0
32494,54,1,2,0.17,4,0,1
32495,55,14,6,0.45,1,0,1
32496,95,3,8,0.63,1,0,0
32497,115,4,44,3.41,1,0,0
32498,35,1,38,2.82,2,0,1
32499,105,2,27,2.13,1,0,0
32500,200,2,4,1.28,2,3,1
32501,123,3,55,4.09,1,0,1
32503,300,3,14,1.07,1,3,0
32504,120,3,57,4.23,1,0,1
32505,70,2,2,0.17,1,0,1
32506,140,1,50,3.71,1,0,1
32507,114,1,1,0.08,1,0,1
32508,80,2,3,0.22,1,0,1
32509,85,7,2,0.17,1,0,0
32510,125,1,11,0.88,1,0,1
32511,157,2,4,0.3,1,0,0
32512,125,30,2,0.44,91,0,0
32513,90,3,1,1.0,1,0,1
32515,195,6,11,1.05,1,3,0
32516,230,3,19,1.66,1,3,1
32517,40,2,6,0.47,1,0,1
32518,65,2,7,0.53,2,0,1
32519,325,2,1,0.42,5,3,0
32520,460,1,30,2.49,4,1,0
32521,30,3,8,0.61,2,0,2
32522,132,30,1,0.12,1,0,0
32524,180,2,32,3.69,1,3,0
32525,149,1,15,4.74,1,0,0
32526,90,1,48,4.19,1,0,0
32527,149,1,62,4.77,1,0,0
32530,115,1,36,2.67,1,0,0
32531,50,1,2,0.16,1,0,0
32532,55,2,2,0.16,2,0,1
32533,100,1,95,7.77,1,0,0
32534,90,1,39,2.98,4,0,1
32535,160,1,68,5.11,1,0,0
32536,100,3,4,0.34,1,0,0
32537,60,3,3,0.23,1,0,1
32538,75,2,8,0.63,2,0,1
32540,120,3,1,0.09,3,0,1
32541,149,1,1,0.08,2,0,1
32542,85,2,3,0.23,1,0,1
32543,182,1,38,2.95,2,3,1
32545,160,15,6,0.49,1,3,0
32546,50,4,2,0.16,2,0,1
32547,175,3,4,0.38,1,3,0
32549,179,3,27,2.06,1,3,0
32550,350,2,11,0.87,1,3,0
32551,45,3,2,0.15,2,0,1
32552,100,1,18,1.36,2,0,1
32553,136,3,2,0.78,6,0,1
32554,125,1,76,6.02,1,0,0
32555,60,2,2,0.85,2,0,0
32556,200,4,2,0.15,1,3,0
32557,80,2,9,0.68,1,0,0
32559,235,14,8,0.7,1,3,2
32560,249,3,29,2.2,1,3,1
32561,125,3,6,0.47,1,0,1
32562,65,1,1,0.1,1,0,1
32564,45,2,16,1.22,1,0,1
32565,325,3,21,1.59,1,3,0
32566,150,4,9,0.74,2,0,0
32567,150,2,79,7.69,1,0,1
32569,165,30,1,1.0,6,3,0
32570,189,1,47,3.52,2,3,0
32571,1100,1,1,0.09,1,1,1
32572,50,7,6,1.41,1,0,1
32573,200,1,1,0.08,1,3,0
32574,225,1,22,7.59,6,3,0
32577,350,2,1,1.0,1,3,0
32578,499,3,11,0.82,1,1,0
32579,115,2,16,1.26,1,0,0
32580,100,1,9,0.68,3,0,1
32581,95,1,9,0.68,1,0,1
32582,43,1,10,0.82,1,0,1
32583,120,1,72,5.37,6,0,0
32585,215,2,49,3.95,2,3,0
32586,200,5,4,0.33,1,3,0
32587,299,1,31,2.74,1,3,0
32588,115,1,75,5.8,1,0,1
32590,129,5,8,0.61,1,0,0
32591,84,1,95,7.13,2,0,1
32592,170,2,47,3.7,2,3,0
32593,149,30,25,2.01,1,0,0
32594,47,1,37,2.82,2,0,1
32595,125,2,64,4.92,1,0,0
32596,177,29,1,0.3,96,3,0
32597,500,3,16,1.26,1,1,0
32598,60,3,3,0.23,1,0,1
32599,100,1,1,0.07,1,0,0
32600,180,4,9,0.71,1,3,0
32601,65,2,38,2.97,3,0,1
32602,200,1,23,3.77,1,3,0
32603,50,1,57,4.37,2,0,1
32604,150,3,5,0.49,1,0,1
32605,159,1,52,4.07,4,0,0
32606,130,4,2,0.15,1,0,0
32607,100,3,1,0.1,2,0,1
32608,65,2,7,0.53,3,0,1
32609,100,14,1,0.08,1,0,1
32610,185,1,23,1.87,1,3,0
32613,398,2,32,3.06,1,3,0
32614,62,7,3,0.52,47,0,1
32615,180,10,16,1.27,1,3,0
32617,75,3,10,0.84,1,0,0
32618,150,1,26,3.15,1,0,0
32619,33,2,8,0.71,1,0,2
32620,200,5,11,0.92,1,3,0
32621,99,30,3,0.25,2,0,0
32622,100,1,13,0.99,2,0,1
32623,49,2,10,0.78,3,0,1
32624,50,1,6,0.46,7,0,1
32625,83,2,6,0.46,1,0,1
32626,40,2,13,0.99,1,0,1
32627,45,3,33,2.61,3,0,1
32628,161,1,24,1.82,2,3,0
32629,125,1,21,1.63,1,0,1
32630,90,3,37,3.22,1,0,0
32631,85,4,18,1.38,1,0,1
32632,69,1,81,6.09,8,0,2
32633,85,1,2,0.16,1,0,1
32634,65,1,55,4.19,8,0,2
32635,99,1,40,3.05,5,0,1
32636,110,4,6,0.88,2,0,0
32637,70,7,8,0.73,47,0,1
32638,100,7,8,0.64,47,0,1
32639,25,1,45,3.37,2,0,0
32641,110,3,33,2.64,1,0,0
32642,60,2,35,2.67,1,0,1
32643,55,3,4,0.35,2,0,1
32644,98,2,48,3.95,4,0,1
32645,295,3,11,0.87,1,3,0
32646,80,2,43,3.27,1,0,0
32647,70,1,7,0.55,1,0,2
32648,400,3,3,0.36,2,3,0
32649,66,2,6,0.46,2,0,1
32650,98,2,51,4.23,4,0,1
32651,186,10,7,0.54,1,3,0
32652,60,1,46,3.68,3,0,1
32653,97,2,55,4.52,4,0,1
32654,60,2,9,0.74,3,0,1
32655,98,2,52,4.25,4,0,1
32656,200,30,4,0.35,1,3,0
32657,62,7,9,0.75,47,0,1
32658,62,7,6,0.66,47,0,1
32659,138,2,57,4.44,1,0,0
32660,65,2,3,3.0,2,0,1
32661,90,4,2,0.16,1,0,1
32662,99,4,21,1.66,1,0,0
32663,350,2,69,5.27,1,3,0
32664,140,5,27,2.12,1,0,0
32665,85,2,33,2.74,4,0,0
32666,200,3,37,2.85,1,3,0
32667,90,1,8,0.63,2,0,1
32668,60,1,5,0.39,1,0,1
32669,225,3,3,0.24,1,3,0
32670,48,1,131,9.97,2,0,1
32671,149,3,8,0.61,2,0,0
32672,200,2,3,0.24,1,3,0
32674,50,2,30,2.41,3,0,1
32675,65,1,74,6.05,1,0,1
32676,80,2,11,0.85,1,0,1
32677,87,2,4,0.32,5,0,1
32678,87,2,4,0.45,5,0,1
32679,149,1,39,3.01,4,0,0
32680,169,4,12,0.95,1,3,0
32682,305,2,67,5.19,1,3,0
32683,525,2,5,0.49,1,1,0
32684,102,1,40,3.12,7,0,1
32685,220,7,19,1.45,1,3,0
32686,179,3,8,0.64,1,3,0
32687,190,3,1,0.08,1,3,0
32688,50,3,1,0.08,4,0,1
32689,140,2,64,4.96,1,0,0
32690,220,2,3,0.23,1,3,0
32691,124,2,11,0.94,1,0,1
32692,114,10,1,0.2,1,0,0
32693,199,2,1,0.1,1,3,0
32694,135,5,14,1.12,1,0,0
32695,55,2,17,1.35,1,0,1
32697,131,1,10,0.84,17,0,0
32698,100,2,60,4.74,1,0,0
32699,95,2,4,0.31,2,0,1
32702,80,7,10,0.93,1,0,1
32703,89,3,2,0.16,1,0,1
32704,97,4,19,1.54,1,0,0
32706,45,5,17,1.36,1,0,1
32707,45,2,26,2.02,4,0,1
32708,45,2,4,0.31,1,0,2
32709,75,3,9,0.75,1,0,1
32710,100,2,35,2.75,1,0,1
32711,189,5,18,1.4,1,3,0
32712,70,6,2,0.32,1,0,1
32713,120,1,52,4.26,3,0,1
32715,375,7,1,0.08,1,3,0
32716,25,2,36,2.76,1,0,1
32717,165,1,42,3.16,1,3,0
32718,56,30,4,0.37,103,0,1
32719,52,30,2,0.18,103,0,1
32720,275,3,1,0.09,1,3,0
32721,250,2,5,0.57,1,3,0
32722,89,1,12,0.93,8,0,1
32723,89,1,18,1.38,8,0,1
32724,49,1,42,3.37,1,0,1
32725,60,3,7,0.54,1,0,1
32726,159,2,6,0.51,2,0,0
32727,120,7,1,0.08,1,0,1
32728,88,1,71,5.37,2,0,1
32729,186,3,45,3.8,1,3,0
32730,99,5,7,0.63,1,0,0
32731,90,1,51,3.88,4,0,1
32732,70,1,3,0.26,2,0,1
32733,40,1,125,9.47,6,0,1
32734,649,1,5,0.4,1,1,0
32735,50,2,32,2.78,3,0,1
32736,45,4,6,0.47,1,0,1
32737,95,2,15,1.16,1,0,1
32738,149,1,14,1.08,2,0,1
32739,50,3,14,1.06,1,0,0
32740,280,3,2,0.79,1,3,0
32741,75,2,19,1.47,1,0,1
32742,65,2,10,0.78,1,0,1
32743,100,14,8,0.63,1,0,0
32744,80,3,1,0.08,1,0,1
32745,80,2,21,1.66,4,0,1
32746,60,2,18,1.63,34,0,1
32747,100,2,5,0.43,1,0,0
32749,250,2,20,1.58,1,3,0
32750,75,2,53,4.12,1,0,1
32751,60,1,8,0.73,1,0,0
32752,49,2,77,5.83,1,0,1
32753,125,2,56,4.22,2,0,0
32754,50,4,2,0.27,1,0,1
32755,50,14,1,0.08,1,0,1
32756,100,7,5,0.39,1,0,0
32757,43,30,1,0.58,8,0,1
32758,200,2,10,0.87,1,3,0
32759,55,7,12,1.09,47,0,1
32760,54,7,6,0.58,47,0,1
32761,80,3,34,2.58,1,0,1
32762,140,1,7,0.73,7,0,1
32763,250,3,44,3.53,1,3,0
32764,250,4,5,0.44,1,3,0
32765,499,3,26,2.5,1,1,0
32766,140,2,42,3.19,1,0,0
32767,175,2,5,0.45,1,3,0
32768,111,1,10,0.76,2,0,1
32769,160,2,5,0.48,2,3,0
32770,150,7,8,0.77,47,0,1
32771,60,1,13,1.06,1,0,2
32772,70,3,19,1.79,3,0,1
32773,70,1,90,6.94,3,0,1
32774,425,5,6,0.66,1,3,1
32775,230,5,6,0.47,1,3,0
32776,50,4,6,0.62,3,0,1
32777,200,3,3,3.0,1,3,0
32778,125,2,49,3.79,1,0,0
32779,60,7,5,0.49,47,0,1
32780,40,3,53,4.14,4,0,1
32781,107,1,47,3.63,3,0,0
32782,62,7,10,0.87,47,0,1
32783,195,5,7,0.57,1,3,0
32784,150,1,29,2.23,3,0,0
32785,50,3,3,0.29,4,0,1
32786,85,1,9,0.79,1,0,1
32787,110,2,44,3.4,2,0,0
32788,211,30,1,0.23,232,3,0
32789,100,7,2,0.29,47,0,1
32790,125,3,1,0.17,1,0,0
32791,45,3,42,4.24,1,0,1
32792,38,2,43,3.32,1,0,1
32794,83,1,3,0.28,2,0,1
32795,100,2,1,0.08,1,0,1
32797,35,1,49,3.84,1,0,1
32799,26,3,2,0.16,1,0,1
32800,62,2,19,1.8,47,0,1
32801,170,2,12,0.93,2,3,0
32802,62,7,8,0.77,47,0,1
32803,60,1,32,2.64,4,0,0
32804,51,1,23,1.78,1,0,1
32805,70,5,25,1.96,1,0,1
32806,105,2,33,2.91,1,0,0
32807,60,1,14,1.13,4,0,1
32808,100,1,51,3.86,3,0,1
32809,122,1,71,5.5,3,0,1
32810,10,1,14,1.06,1,0,0
32811,299,3,76,5.82,1,3,0
32812,85,1,23,1.75,4,0,1
32813,90,1,82,6.24,3,0,1
32814,124,1,6,0.5,1,0,0
32815,42,6,26,2.09,5,0,1
32816,180,2,3,0.29,1,3,0
32817,80,1,47,3.56,4,0,1
32818,175,6,3,0.23,1,3,0
32819,85,1,37,2.8,4,0,1
32820,45,6,2,0.17,1,0,1
32821,160,5,25,1.94,1,0,0
32822,59,5,3,0.4,1,0,0
32824,69,1,24,1.84,3,0,2
32825,69,1,17,1.3,3,0,2
32826,180,2,20,1.52,2,3,0
32827,100,2,11,0.91,1,0,0
32828,125,18,4,0.32,1,0,0
32829,50,3,22,1.76,2,0,1
32830,75,1,12,1.03,1,0,1
32831,55,21,2,0.25,1,0,1
32832,65,5,2,0.16,2,0,1
32837,34,30,3,0.26,103,0,1
32838,195,3,38,3.33,1,3,0
32839,70,2,25,2.67,1,0,1
32840,105,4,8,0.7,1,0,0
32842,60,2,50,3.86,1,0,1
32843,120,2,2,0.64,1,0,0
32844,250,2,3,0.24,1,3,0
32847,340,1,10,0.78,4,3,0
32848,550,2,3,0.25,1,1,0
32849,88,1,18,1.38,6,0,1
32850,70,2,41,3.18,1,0,1
32851,65,1,10,4.17,1,0,1
32852,125,10,4,0.34,1,0,0
32853,100,2,23,1.84,1,0,0
32854,110,4,4,0.37,1,0,0
32855,125,1,18,1.78,2,0,0
32856,40,3,50,3.96,4,0,1
32859,72,1,5,0.38,1,0,1
32860,195,4,5,0.4,1,3,0
32861,45,2,14,1.18,3,0,2
32862,45,2,1,0.12,1,0,1
32863,90,2,31,2.49,4,0,0
32864,60,2,12,1.01,2,0,1
32865,134,2,16,1.26,1,0,1
32866,250,2,2,0.21,1,3,0
32867,75,2,25,2.06,1,0,0
32868,80,5,48,3.7,1,0,1
32869,300,3,33,2.56,1,3,0
32870,75,2,22,1.88,1,0,1
32871,150,3,4,0.31,1,0,1
32872,52,30,1,0.09,103,0,1
32874,250,4,8,0.7,1,3,0
32875,110,1,1,0.45,2,0,1
32876,250,10,1,0.08,1,3,0
32877,325,4,6,0.51,1,3,0
32878,21,1,9,0.7,2,0,1
32879,150,4,11,1.13,1,0,0
32880,75,2,7,0.74,1,0,0
32881,100,3,4,0.31,1,0,1
32882,37,2,34,2.63,1,0,1
32883,50,2,1,0.08,1,0,1
32884,275,2,20,1.56,1,3,0
32885,110,3,51,4.16,1,0,0
32886,115,2,36,3.12,1,0,0
32887,160,30,1,0.09,1,3,0
32889,184,29,1,0.26,96,3,0
32890,189,29,1,0.09,96,3,0
32892,129,1,38,2.98,10,0,1
32893,119,1,35,2.75,10,0,1
32894,119,1,42,3.32,10,0,1
32895,65,3,11,0.85,1,0,1
32896,40,1,1,1.0,1,0,2
32897,45,3,25,2.07,2,0,1
32898,375,2,3,0.31,1,3,0
32900,65,4,29,2.29,1,0,1
32901,70,1,67,5.19,2,0,1
32902,190,3,19,1.53,1,3,1
32903,85,1,16,1.24,1,0,1
32904,800,4,2,0.19,1,1,0
32905,80,2,9,0.71,1,0,1
32906,65,30,1,0.14,34,0,1
32907,129,1,10,1.02,8,0,1
32909,180,2,4,0.31,1,3,0
32910,35,3,101,7.77,3,0,1
32911,60,1,10,0.82,7,0,1
32912,60,1,1,0.26,7,0,1
32913,39,3,84,6.46,3,0,1
32914,70,14,2,0.2,2,0,1
32917,80,1,11,0.85,1,0,1
32919,155,4,1,0.08,1,0,0
32921,135,2,6,0.5,1,0,0
32922,115,3,19,1.5,1,0,1
32923,59,2,10,0.79,7,0,1
32924,169,1,5,0.39,4,3,0
32926,195,1,48,3.71,1,3,0
32927,85,3,30,2.48,4,0,1
32928,109,1,75,5.77,3,0,0
32929,109,3,35,2.82,4,0,1
32931,85,1,12,0.97,1,0,1
32932,45,7,11,0.85,3,0,1
32933,60,1,8,0.62,1,0,1
32934,115,35,1,0.09,2,0,0
32935,100,2,15,1.39,1,0,0
32936,50,1,1,0.14,1,0,1
32937,125,30,6,0.59,16,0,0
32938,850,5,11,0.88,1,1,0
32939,70,1,1,0.08,1,0,1
32940,100,5,2,0.17,3,0,1
32941,55,5,1,0.08,1,0,1
32942,95,1,51,3.94,1,0,0
32943,347,4,22,2.19,1,3,0
32944,50,3,45,3.61,4,0,1
32945,190,3,26,2.07,1,3,0
32946,169,2,10,0.78,1,3,0
32948,299,2,8,0.97,2,3,0
32949,175,5,20,2.01,1,3,0
32950,220,3,3,0.24,1,3,0
32951,120,2,28,2.22,1,0,0
32953,190,1,95,7.38,1,3,0
32954,90,1,100,7.71,3,0,1
32955,85,2,13,1.05,1,0,0
32956,90,42,2,0.41,1,0,0
32960,399,1,1,0.1,4,3,1
32962,98,2,64,5.65,1,0,1
32963,140,3,15,2.76,2,0,0
32964,50,2,43,3.42,1,0,1
32965,393,1,11,0.91,10,3,0
32966,62,29,70,5.38,2,0,1
32967,112,1,5,0.39,2,0,1
32968,90,5,5,0.44,1,0,0
32970,350,2,8,1.06,1,3,0
32971,62,1,71,5.52,2,0,1
32972,45,1,4,0.31,1,0,1
32974,125,1,16,1.26,1,0,1
32975,75,2,12,0.96,1,0,1
32976,333,12,1,0.1,1,3,0
32977,65,1,2,0.19,2,0,1
32978,250,1,1,0.08,7,3,1
32979,100,1,1,0.12,1,0,0
32980,103,2,5,0.4,1,0,0
32981,95,3,22,2.06,1,0,0
32982,75,1,7,0.55,1,0,1
32983,220,3,12,0.98,1,3,0
32984,100,2,56,4.47,1,0,0
32986,125,3,8,0.63,1,0,0
32988,39,2,1,0.09,1,0,1
32990,90,2,18,1.39,1,0,1
32991,55,3,31,2.75,2,0,1
32992,99,2,52,4.08,1,0,1
32993,200,1,15,1.42,1,3,0
32994,120,3,1,0.28,1,0,1
32995,149,2,8,0.65,1,0,1
32996,200,1,12,1.0,1,3,0
32997,190,1,12,0.93,1,3,0
32999,230,2,11,0.95,1,3,0
33000,50,20,1,0.41,1,0,1
33001,97,2,13,1.08,1,0,1
33002,76,1,59,4.57,1,0,1
33003,60,1,59,4.65,3,0,1
33004,350,2,19,1.5,1,3,0
33006,60,1,36,2.79,1,0,1
33007,209,1,40,3.09,10,3,1
33008,125,2,22,1.84,1,0,0
33009,150,1,95,7.94,3,0,0
33010,125,1,63,5.34,2,0,1
33011,90,3,8,0.62,1,0,1
33012,50,2,56,4.35,1,0,1
33014,60,1,11,0.86,7,0,1
33015,300,3,2,0.2,1,3,0
