,suit1,card1,suit2,card2,suit3,card3,suit4,card4,labels,cluster
17881,2,1,3,5,1,13,1,12,0,1
17882,3,12,4,6,1,12,1,13,0,0
17883,3,8,4,6,2,11,3,13,0,0
17884,4,4,1,9,4,1,3,13,0,7
17885,1,12,1,5,4,3,4,10,0,5
17886,3,2,4,1,1,5,2,1,0,0
17887,4,5,4,10,1,1,2,11,0,0
17888,3,10,2,2,1,10,4,8,0,7
17889,3,7,3,6,2,8,1,10,0,6
17890,4,12,2,4,4,7,3,5,0,7
17891,4,12,2,11,4,7,3,7,0,7
17892,1,2,3,13,2,8,3,11,0,6
17893,4,1,1,2,1,1,2,2,0,3
17894,2,10,1,11,4,6,4,7,0,5
17895,1,3,4,7,1,4,1,9,0,0
17896,3,10,4,4,2,11,2,4,0,0
17897,4,11,3,12,2,11,3,3,0,6
17898,4,7,4,13,1,11,3,6,0,0
17899,1,4,2,1,3,2,2,12,0,8
17900,1,10,4,7,4,4,4,5,0,0
17901,2,1,1,3,1,6,1,5,0,2
17902,1,13,3,7,2,4,4,1,0,1
17903,4,3,1,1,1,9,2,3,0,3
17904,4,3,1,6,3,6,4,4,0,7
17905,1,4,2,2,1,7,2,10,0,2
17906,1,12,3,10,4,12,4,7,0,6
17907,4,6,1,6,2,13,1,5,0,3
17908,1,1,2,6,4,4,3,12,0,5
17909,1,3,1,4,4,10,2,13,0,8
17910,4,6,2,2,3,5,3,13,0,7
17911,4,7,1,11,4,12,1,2,0,4
17912,3,11,2,12,4,4,3,3,0,7
17913,3,12,4,7,3,5,1,4,0,0
17914,3,11,1,8,2,9,1,4,0,3
17915,1,9,2,8,2,7,1,8,0,2
17916,3,10,2,1,1,11,2,4,0,3
17917,3,13,1,9,1,3,2,13,0,3
17918,1,8,2,6,1,13,4,11,0,5
17919,2,10,2,11,3,1,4,11,0,5
17920,3,2,3,3,2,7,4,6,0,1
17921,3,3,3,8,3,4,4,12,0,6
17922,3,5,1,5,1,8,3,1,0,3
17923,1,7,3,10,3,4,4,8,0,6
17924,3,13,2,1,2,6,4,4,0,7
17925,1,12,4,3,1,6,1,7,0,0
17926,2,1,2,13,2,10,2,4,0,2
17927,4,7,4,12,2,8,2,12,0,0
17928,1,1,3,2,1,2,3,9,0,1
17929,1,11,4,3,4,10,4,6,0,0
17930,4,12,2,2,2,12,4,9,0,7
17931,3,7,2,2,4,9,2,13,0,4
17932,3,4,4,10,4,7,4,13,0,0
17933,4,8,4,13,1,9,1,7,0,0
17934,4,6,3,8,3,5,2,13,0,6
17935,4,12,1,9,3,13,1,12,0,4
17936,2,12,3,9,2,11,1,11,0,6
17937,3,5,4,13,4,1,4,12,0,0
17938,3,8,1,1,3,4,2,4,0,4
17939,1,2,2,10,1,12,1,7,0,2
17940,3,12,1,13,2,13,2,2,0,3
17941,4,8,3,10,2,6,1,13,0,6
17942,4,2,4,11,4,10,3,12,0,0
17943,4,12,4,7,3,2,3,12,0,0
17944,2,1,3,12,1,2,4,11,0,1
17945,1,5,2,5,3,8,2,13,0,8
17946,3,10,2,7,4,13,4,6,0,7
17947,4,4,4,8,1,9,3,3,0,0
17948,3,5,1,7,4,11,1,12,0,4
17949,2,13,3,1,3,6,1,6,0,6
17950,2,2,3,8,1,12,4,11,0,1
17951,1,3,3,9,4,5,1,6,0,6
17952,4,7,3,10,2,10,2,5,0,6
17953,1,13,4,7,3,6,4,1,0,0
17954,3,4,1,1,1,9,1,6,0,3
17955,3,5,2,8,1,12,3,1,0,3
17956,4,4,1,12,1,7,4,13,0,7
17957,3,12,4,13,1,13,4,2,0,0
17958,1,7,2,1,3,6,3,10,0,5
17959,3,7,1,7,2,7,4,1,1,7
17960,3,8,3,3,3,11,1,5,0,6
17961,1,7,4,11,4,7,2,7,1,0
17962,4,8,3,5,1,5,1,1,0,1
17963,4,9,3,10,3,4,2,8,0,6
17964,3,1,4,2,2,3,4,12,0,0
17965,4,11,4,1,2,2,1,3,0,0
17966,1,5,4,5,3,6,3,9,0,0
17967,4,12,3,6,1,1,2,13,0,1
17968,1,10,1,11,1,4,1,9,0,2
17969,2,1,4,6,1,4,2,10,0,0
17970,4,5,4,4,1,6,3,2,0,0
17971,3,9,1,1,2,8,1,7,0,3
17972,3,13,2,13,2,4,3,2,0,7
17973,3,8,1,12,1,8,1,4,0,3
17974,1,10,2,7,2,4,1,6,0,2
17975,4,10,4,5,3,11,3,5,0,0
17976,2,4,2,7,2,3,1,11,0,2
17977,2,4,2,11,4,13,3,11,0,5
17978,1,9,2,5,4,13,4,11,0,5
17979,1,2,2,8,4,13,4,3,0,5
17980,4,9,3,12,2,1,4,10,0,1
17981,2,9,3,6,1,5,4,10,0,1
17982,2,13,2,2,3,3,1,10,0,8
17983,3,12,3,5,1,4,4,10,0,1
17984,3,13,1,1,4,10,1,3,0,4
17985,1,10,1,6,2,6,2,13,0,2
17986,4,3,3,6,3,8,2,13,0,6
17987,1,8,3,5,2,9,4,13,0,6
17988,3,11,3,10,4,5,1,13,0,6
17989,4,7,1,3,2,10,3,5,0,7
17990,3,7,4,13,1,8,4,3,0,0
17991,4,4,4,7,3,3,2,3,0,0
17992,1,11,2,9,2,10,1,3,0,2
17993,1,1,3,2,3,3,4,3,0,6
17994,1,13,2,10,3,13,1,5,0,8
17995,2,6,2,12,4,5,3,12,0,5
17996,3,7,4,3,1,11,3,9,0,0
17997,4,12,1,3,4,9,3,6,0,7
17998,4,2,4,1,3,11,2,1,0,0
17999,1,8,3,8,2,8,1,1,1,6
18000,2,7,3,6,1,2,1,5,0,1
18001,2,12,1,1,4,6,3,1,0,5
18002,2,4,4,10,3,3,1,5,0,0
18003,1,2,1,10,2,1,3,12,0,5
18004,1,8,1,4,4,1,3,2,0,5
18005,1,6,3,8,3,1,2,12,0,6
18006,3,2,3,1,4,9,2,2,0,6
18007,1,6,2,4,1,1,2,6,1,2
18008,2,10,1,1,1,12,1,5,0,2
18009,1,4,2,11,2,9,4,6,0,5
18010,4,1,1,13,4,2,2,12,0,4
18011,1,13,4,6,1,12,4,13,0,0
18012,2,13,4,7,1,7,4,3,0,0
18013,3,10,1,8,4,5,2,12,0,4
18014,4,13,4,6,2,11,4,10,0,0
18015,1,3,4,3,1,6,1,11,0,0
18016,1,3,1,1,3,1,1,8,0,8
18017,3,8,4,4,3,2,4,1,0,0
18018,2,7,4,12,4,1,3,11,0,0
18019,3,6,4,13,4,12,1,4,0,0
18020,1,10,3,1,1,9,3,11,0,1
18021,3,4,3,2,1,6,2,2,0,1
18022,4,13,1,13,4,2,4,9,0,7
18023,3,6,1,8,2,10,1,10,0,3
18024,1,9,3,13,2,4,3,2,0,6
18025,4,11,3,3,1,5,3,8,0,1
18026,3,13,4,5,2,13,1,9,0,0
18027,2,7,3,1,1,9,4,13,0,1
18028,4,10,1,7,2,6,1,2,0,3
18029,4,2,3,1,1,7,1,4,0,1
18030,2,13,1,7,1,13,3,13,1,2
18031,2,5,4,7,1,7,2,2,0,0
18032,2,10,1,3,1,7,4,10,0,5
18033,2,7,1,13,4,10,4,6,0,5
18034,3,12,3,6,1,8,2,3,0,1
18035,2,13,1,10,1,13,3,11,0,2
18036,2,10,3,11,4,3,2,2,0,6
18037,2,1,1,6,1,13,2,11,0,2
18038,4,6,2,11,4,10,1,7,0,4
18039,2,5,4,9,3,10,1,9,0,0
18040,1,4,2,13,2,6,3,12,0,5
18041,4,5,1,7,3,7,4,12,0,7
18042,2,4,4,13,1,6,2,1,0,0
18043,4,8,1,6,3,5,2,1,0,4
18044,3,5,1,4,1,6,2,5,0,3
18045,4,1,4,11,3,2,3,9,0,0
18046,3,8,1,6,2,3,3,12,0,7
18047,1,8,1,4,3,1,1,13,0,8
18048,3,5,2,11,4,13,2,3,0,4
18049,3,9,1,7,1,10,2,5,0,3
18050,2,13,3,8,4,13,2,6,0,6
18051,4,5,2,6,1,4,3,7,0,7
18052,2,12,1,13,3,4,2,3,0,8
18053,4,12,1,12,2,6,4,13,0,7
18054,1,8,3,4,1,6,2,13,0,1
18055,3,6,2,2,1,8,4,13,0,7
18056,4,13,3,4,3,7,4,11,0,6
18057,4,2,3,11,4,5,2,10,0,6
18058,2,3,2,10,4,9,1,1,0,8
18059,2,12,3,7,2,10,1,1,0,6
18060,4,8,3,11,1,8,1,1,0,1
18061,3,1,1,6,2,8,1,2,0,3
18062,2,8,3,6,2,4,3,11,0,6
18063,4,11,2,10,1,12,3,2,0,3
18064,3,5,4,13,1,12,1,13,0,0
18065,4,8,1,2,2,1,1,9,0,3
18066,4,5,3,12,3,7,1,13,0,6
18067,2,8,1,12,1,9,4,13,0,5
18068,3,3,4,6,1,10,4,12,0,0
18069,2,10,4,10,3,4,1,13,0,0
18070,4,8,1,13,2,7,3,13,0,7
18071,1,4,3,13,4,7,1,11,0,6
18072,3,5,4,11,3,6,4,7,0,0
18073,4,5,4,13,2,8,1,1,0,0
18074,4,3,4,8,1,11,4,13,0,0
18075,2,13,4,10,1,1,4,11,0,0
18076,4,4,3,8,2,10,4,10,0,1
18077,2,10,1,2,3,5,4,7,0,5
18078,4,11,3,9,1,7,2,2,0,1
18079,3,10,3,12,3,9,1,4,0,6
18080,1,6,3,1,2,10,4,8,0,1
18081,1,3,4,5,1,5,3,8,0,0
18082,3,3,3,13,1,12,1,1,0,1
18083,3,11,2,1,1,4,3,7,0,7
18084,1,10,2,7,1,1,2,1,0,2
18085,3,1,4,13,3,10,2,3,0,0
18086,3,8,3,1,3,6,1,10,0,6
18087,4,11,1,4,3,11,1,3,0,4
18088,4,12,1,11,4,1,2,8,0,4
18089,1,9,2,3,1,2,3,7,0,2
18090,4,10,2,3,4,4,1,9,0,4
18091,1,8,3,1,4,3,3,12,0,6
18092,2,5,2,2,3,13,3,4,0,5
18093,3,4,4,6,4,3,3,2,0,0
18094,2,6,4,8,1,7,1,4,1,0
18095,4,9,4,2,2,13,3,4,0,0
18096,1,3,1,8,2,12,4,12,0,5
18097,4,1,2,10,3,9,4,6,0,7
18098,3,8,3,9,1,9,4,4,0,1
18099,1,8,2,5,1,6,3,10,0,2
18100,4,3,4,7,2,4,3,8,0,0
18101,1,12,3,6,2,7,4,2,0,1
18102,1,4,4,11,1,12,3,2,0,0
18103,1,10,1,12,2,11,4,13,0,5
18104,2,2,4,4,4,12,4,8,0,0
18105,1,8,1,12,3,4,4,4,0,5
18106,2,4,4,6,3,10,1,6,0,0
18107,3,4,4,13,4,1,3,6,0,0
18108,1,12,4,2,1,6,1,9,0,0
18109,3,12,2,11,3,11,4,3,0,7
18110,1,6,2,5,1,4,3,13,0,2
18111,4,6,2,10,4,7,2,7,0,4
18112,1,11,2,11,4,11,3,8,1,5
18113,2,10,2,6,1,11,1,12,0,2
18114,1,4,4,9,4,5,4,6,0,0
18115,1,7,2,1,3,11,2,2,0,8
18116,2,5,4,13,1,13,3,7,0,0
18117,4,11,4,7,1,13,1,11,0,0
18118,3,9,3,12,3,10,1,5,0,6
18119,2,8,3,9,4,7,2,4,0,6
18120,2,5,1,9,2,3,2,9,0,2
18121,3,2,2,2,1,1,2,10,0,3
18122,4,5,1,7,3,3,1,1,0,4
18123,4,10,4,3,3,1,1,10,0,0
18124,3,1,2,5,4,4,4,1,0,7
18125,3,6,1,1,4,12,1,6,0,4
18126,4,5,3,13,3,6,1,5,0,6
18127,3,8,4,6,3,2,4,12,0,0
18128,4,7,2,12,1,1,3,12,0,7
18129,2,10,2,2,1,9,2,5,0,2
18130,2,1,2,4,1,13,3,9,0,2
18131,1,9,2,13,2,6,1,1,0,2
18132,4,8,4,3,1,12,2,13,0,0
18133,3,1,3,12,1,1,1,6,0,1
18134,2,7,3,13,2,3,1,5,0,6
18135,1,9,1,13,1,1,4,8,0,5
18136,2,3,4,2,3,3,3,2,0,0
18137,3,3,3,5,4,8,1,6,0,6
18138,1,9,2,2,3,3,4,8,0,5
18139,3,9,4,6,2,6,4,8,0,0
18140,2,1,2,3,3,9,3,1,0,5
18141,4,10,3,5,2,6,3,3,0,6
18142,4,9,4,1,1,3,2,8,0,0
18143,2,7,2,4,1,2,3,5,0,5
18144,2,11,4,12,4,5,4,6,0,0
18145,1,9,4,4,3,2,2,7,0,0
18146,4,1,2,3,3,3,4,13,0,7
18147,1,2,3,12,4,9,4,5,0,6
18148,2,6,1,7,3,9,3,8,0,5
18149,2,2,1,8,3,8,1,4,0,8
18150,1,6,4,4,3,10,2,13,0,0
18151,1,6,3,7,1,9,3,1,0,1
18152,1,13,2,5,4,11,4,12,0,5
18153,1,4,2,5,1,7,1,5,0,2
18154,2,8,1,3,4,4,3,8,0,5
18155,2,10,1,3,2,8,3,10,0,5
18156,1,4,1,9,4,3,3,6,0,5
18157,3,5,4,9,1,1,2,11,0,0
18158,1,3,4,11,3,13,2,2,0,0
18159,1,10,4,7,3,10,4,5,0,0
18160,1,4,2,6,2,4,3,6,0,5
18161,1,11,4,12,3,13,4,8,0,0
18162,4,9,1,5,4,3,1,12,0,4
18163,4,8,3,3,3,1,2,8,1,6
18164,4,13,3,1,3,4,3,10,0,6
18165,2,9,1,6,2,7,4,5,0,5
18166,3,1,4,1,2,9,2,7,0,0
18167,1,1,1,4,1,3,4,4,0,5
18168,4,2,4,5,3,9,1,9,0,0
18169,3,8,3,2,2,1,3,5,0,6
18170,3,13,1,4,1,10,2,3,0,3
18171,2,8,1,1,3,9,3,5,0,5
18172,4,3,4,7,2,1,3,3,0,0
18173,3,11,4,6,2,8,4,2,0,0
18174,4,8,4,5,4,12,4,10,0,0
18175,2,12,4,6,4,8,3,2,0,0
18176,2,1,4,13,3,6,2,10,0,0
18177,2,10,4,9,1,2,2,8,0,0
18178,2,11,3,9,2,13,1,11,0,6
18179,2,8,1,2,4,12,4,6,0,5
18180,1,5,3,1,1,13,2,13,0,1
18181,4,4,1,5,1,1,3,8,0,7
18182,2,13,3,1,4,4,4,13,0,6
18183,4,8,4,9,4,6,3,13,0,0
18184,3,12,4,2,3,5,4,3,0,0
18185,4,1,3,10,3,11,3,8,0,6
18186,1,6,4,3,3,11,4,11,0,0
18187,1,13,3,9,2,3,3,2,0,6
18188,1,5,4,4,3,12,1,12,0,0
18189,4,2,1,6,3,6,4,11,0,7
18190,3,13,2,3,2,5,2,8,0,3
18191,4,13,3,4,1,5,1,2,0,1
18192,3,2,2,2,4,8,1,8,0,4
18193,1,8,3,4,2,8,4,5,0,1
18194,1,5,1,1,1,12,3,12,0,2
18195,4,5,2,5,3,3,2,9,0,4
18196,3,7,3,8,3,12,2,8,0,6
18197,2,9,3,10,4,7,4,11,0,6
18198,4,6,1,11,2,2,3,11,0,7
18199,1,12,2,6,3,12,2,9,0,8
18200,3,10,1,12,4,4,3,8,0,7
18201,4,4,1,13,3,7,4,2,0,7
18202,3,10,4,2,2,8,1,5,0,0
18203,2,7,4,5,3,9,3,11,0,0
18204,1,5,4,13,4,7,4,9,0,0
18205,4,7,4,5,2,2,2,8,0,0
18206,1,8,2,8,3,6,2,4,0,8
18207,4,11,4,10,4,13,4,12,0,0
18208,4,13,3,12,4,6,3,10,0,6
18209,1,10,1,6,4,1,2,10,0,8
18210,1,9,1,11,1,13,1,10,1,2
18211,1,13,2,10,2,9,4,12,0,5
18212,4,2,3,8,3,6,2,6,0,6
18213,1,8,2,2,1,3,1,7,0,2
18214,4,13,2,10,1,9,2,9,0,3
18215,1,1,4,10,1,12,1,9,0,0
18216,3,12,4,11,2,3,4,13,0,0
18217,2,8,2,5,1,12,2,3,0,2
18218,3,8,3,7,4,2,3,4,0,6
18219,4,13,4,10,2,11,2,4,0,0
18220,1,1,1,9,2,7,3,11,0,5
18221,3,9,2,2,4,11,1,11,0,4
18222,2,10,3,9,1,5,2,12,0,1
18223,1,9,1,4,3,10,1,1,0,8
18224,1,2,1,8,2,12,3,6,0,5
18225,1,5,4,4,1,8,1,11,0,0
18226,2,5,3,2,1,9,1,7,0,1
18227,3,1,3,3,3,5,4,2,0,6
18228,3,12,3,4,3,8,4,11,0,6
18229,1,10,3,4,2,12,4,7,0,1
18230,2,9,2,2,2,8,3,2,0,5
18231,4,7,1,12,1,3,4,8,0,7
18232,4,10,3,2,3,4,2,8,0,6
18233,1,13,2,11,4,6,1,11,0,8
18234,3,11,2,5,2,12,4,9,0,7
18235,1,13,3,7,4,5,2,5,0,6
18236,4,3,4,7,1,3,1,13,0,0
18237,3,7,2,5,4,12,4,1,0,7
18238,2,13,1,11,3,6,3,10,0,5
18239,1,7,4,9,3,9,1,13,1,0
18240,4,8,3,8,2,6,3,7,0,6
18241,1,8,2,11,3,13,3,3,0,5
18242,1,4,3,9,3,10,1,12,0,6
18243,3,5,1,1,1,5,4,11,0,7
18244,1,4,4,7,1,12,3,5,0,0
18245,1,5,2,6,4,13,1,6,0,8
18246,2,11,2,9,4,6,4,11,0,5
18247,2,2,2,13,4,12,1,11,0,8
18248,1,5,3,2,1,13,1,12,0,1
18249,3,1,4,8,1,5,4,3,0,0
18250,4,4,2,3,4,11,1,6,0,4
18251,2,6,1,12,2,12,4,4,0,5
18252,3,13,4,2,1,1,1,10,0,0
18253,1,4,2,2,4,1,2,5,0,8
18254,1,13,4,6,3,9,4,8,0,0
18255,1,13,4,7,1,7,4,10,0,0
18256,2,3,1,2,4,5,3,3,0,5
18257,3,7,1,5,1,4,1,1,0,3
18258,2,8,3,12,4,7,2,2,0,6
18259,2,12,3,12,1,4,2,4,0,1
18260,3,8,3,2,1,3,3,5,0,1
18261,4,1,4,13,3,6,2,5,0,0
18262,4,5,2,2,2,1,3,3,0,7
18263,3,4,1,9,4,5,1,13,0,4
18264,2,4,3,4,3,11,2,6,0,6
18265,4,4,3,4,4,9,1,11,0,6
18266,3,12,2,6,1,1,1,6,0,3
18267,3,11,3,4,4,2,4,3,0,6
18268,1,2,3,3,4,9,1,8,0,6
18269,2,8,1,13,4,9,3,9,0,5
18270,2,8,1,12,3,4,2,13,0,8
18271,4,5,2,12,4,13,1,10,0,4
18272,1,6,3,5,1,4,3,9,0,1
18273,4,4,3,7,1,5,3,13,0,1
18274,2,11,2,7,1,11,3,5,0,5
18275,2,13,4,6,1,2,4,1,0,0
18276,1,1,2,2,4,10,2,9,0,8
18277,4,3,1,8,3,5,3,4,0,7
18278,2,5,1,10,4,1,4,13,0,5
18279,1,5,3,12,4,5,1,10,0,6
18280,3,6,2,11,3,13,3,10,0,7
18281,2,10,3,5,4,3,1,3,0,6
18282,3,7,1,6,3,2,3,11,0,7
18283,1,2,3,5,1,3,4,4,0,1
18284,3,2,1,7,3,13,4,6,0,7
18285,1,5,1,4,2,4,3,13,0,5
18286,4,11,4,4,3,5,1,13,0,0
18287,2,5,4,9,4,12,3,2,0,0
18288,4,10,2,8,1,4,2,2,0,3
18289,1,11,2,13,2,4,1,13,0,2
18290,1,9,1,6,4,8,3,13,0,5
18291,2,3,2,9,4,2,1,5,0,8
18292,1,8,3,1,1,12,3,7,0,1
18293,2,9,2,6,2,10,3,9,0,5
18294,2,10,2,11,2,4,4,11,0,5
18295,2,7,1,4,3,6,4,13,0,5
18296,3,3,2,8,1,7,4,13,0,7
18297,2,3,3,13,4,3,1,4,0,6
18298,4,3,4,8,1,3,3,13,0,0
18299,2,11,4,3,2,9,3,1,0,0
18300,2,1,4,3,2,6,2,4,0,0
18301,4,9,3,8,1,9,2,1,0,1
18302,4,10,2,4,4,13,3,3,0,7
18303,2,10,4,1,4,6,3,1,0,0
18304,3,13,2,13,1,4,3,12,0,3
18305,3,1,1,5,4,10,4,7,0,7
18306,4,4,1,9,3,6,1,7,0,4
18307,1,4,4,9,3,9,2,13,1,0
18308,1,3,3,10,2,12,1,8,0,6
18309,3,11,3,9,1,6,4,13,0,1
18310,4,5,3,1,3,11,1,13,0,6
18311,2,1,2,3,2,2,4,12,0,5
18312,4,9,1,1,2,4,1,9,0,3
18313,2,2,2,5,4,4,4,2,0,5
18314,1,12,4,9,2,4,2,7,0,0
18315,3,12,1,6,2,2,2,6,0,3
18316,1,5,2,7,1,12,4,9,0,5
18317,1,3,4,5,2,6,2,7,1,0
18318,4,12,3,1,2,5,2,12,0,6
18319,1,7,3,1,2,11,2,4,0,6
18320,2,12,4,9,2,3,2,13,0,0
18321,4,12,3,8,4,11,3,9,0,6
18322,3,11,4,3,1,8,4,5,0,0
18323,3,6,1,1,3,12,2,2,0,4
18324,2,8,1,12,1,6,2,7,0,2
18325,3,10,2,2,2,4,2,3,0,3
18326,1,12,1,7,4,6,1,2,0,8
18327,4,13,1,12,3,10,2,9,0,4
18328,2,1,2,12,4,12,2,2,1,8
18329,1,10,3,9,3,2,1,1,0,6
18330,1,9,3,1,1,2,4,5,0,1
18331,2,1,2,4,1,2,1,6,0,2
18332,2,6,1,12,4,7,3,1,0,5
18333,1,10,4,3,2,3,1,8,0,0
18334,4,9,2,13,2,3,4,10,0,7
18335,4,6,2,2,4,8,2,11,0,4
18336,3,12,4,3,3,4,2,4,1,0
18337,2,2,4,3,2,8,4,2,0,0
18338,4,2,2,6,1,2,3,11,0,7
18339,2,11,1,4,3,10,2,9,0,8
18340,1,5,4,2,1,6,1,11,0,0
18341,2,13,1,5,2,6,1,7,0,2
18342,4,1,2,3,3,2,3,13,0,7
18343,2,2,1,9,3,1,1,10,0,8
18344,3,6,3,11,3,7,4,6,0,6
18345,4,11,3,10,3,9,3,5,0,6
18346,4,6,1,4,2,9,4,11,0,7
18347,1,13,4,1,3,2,3,5,0,0
18348,2,13,3,1,4,1,3,6,0,6
18349,3,8,4,7,1,13,2,11,0,0
18350,2,10,4,6,1,13,4,1,0,0
18351,3,13,2,7,3,6,2,5,0,4
18352,2,5,3,4,4,8,2,12,0,6
18353,4,8,4,13,1,12,1,8,0,0
18354,1,12,2,11,1,4,3,10,0,5
18355,1,2,4,5,1,11,1,13,0,0
18356,4,11,1,13,2,8,1,10,0,3
18357,2,11,2,10,2,9,2,6,0,2
18358,4,3,3,7,1,3,2,10,0,1
18359,3,3,2,6,1,12,2,8,0,3
18360,4,13,2,9,2,10,4,1,0,7
18361,3,13,3,12,1,8,1,6,0,1
18362,1,8,2,7,4,4,1,1,0,8
18363,4,6,1,1,1,5,2,4,0,3
18364,3,7,1,9,3,9,2,11,0,4
18365,3,1,1,3,2,6,2,5,0,3
18366,3,12,3,11,4,4,4,9,0,6
18367,3,3,4,13,3,4,4,12,0,0
18368,4,12,1,4,1,3,3,5,0,7
18369,4,13,2,10,3,10,1,8,0,4
18370,1,7,4,8,1,3,3,13,0,0
18371,4,2,1,4,4,11,4,10,0,7
18372,2,6,4,12,3,13,4,7,0,0
18373,1,9,3,10,3,11,1,10,0,6
18374,3,2,2,6,4,5,3,12,0,7
18375,1,2,4,2,3,2,4,13,1,0
18376,1,9,2,6,3,3,3,6,0,5
18377,1,6,4,10,1,1,1,10,0,0
18378,1,2,2,13,2,7,1,1,0,2
18379,2,6,2,9,2,13,4,8,0,5
18380,1,13,2,1,2,9,1,10,0,2
18381,4,1,3,8,4,5,3,12,0,6
18382,1,4,4,7,3,4,3,2,0,0
18383,4,9,3,10,2,2,2,10,0,6
18384,4,5,3,6,2,3,1,2,0,6
18385,3,12,3,1,2,2,1,12,0,6
18386,1,4,1,9,2,9,1,11,0,2
18387,2,1,1,6,4,2,2,10,0,8
18388,4,3,4,8,2,3,3,3,1,0
18389,4,3,3,12,2,7,2,1,0,6
18390,2,12,2,7,1,2,1,5,0,2
18391,4,3,3,5,1,7,2,10,0,1
18392,1,8,1,13,4,10,3,3,0,5
18393,1,3,1,2,4,2,2,7,0,8
18394,2,4,1,6,3,8,4,2,0,5
18395,1,6,3,12,2,4,1,1,0,6
18396,4,2,4,3,2,12,4,11,0,0
18397,2,10,4,11,4,13,1,10,0,0
18398,2,12,4,11,3,10,1,6,0,0
18399,2,10,1,12,1,5,3,9,0,2
18400,1,13,1,11,1,1,4,13,0,5
18401,2,2,2,10,1,1,3,4,0,2
18402,4,3,1,9,3,9,3,4,0,7
18403,2,1,3,5,4,1,3,9,0,6
18404,3,4,3,1,1,5,3,11,0,1
18405,4,13,4,7,4,12,3,13,0,0
18406,2,2,3,6,1,9,4,2,0,1
18407,1,2,4,10,1,8,2,4,0,0
18408,4,11,1,2,4,10,3,10,0,7
18409,1,11,4,9,2,7,4,3,0,0
18410,2,3,3,4,1,9,4,11,0,1
18411,4,7,4,3,4,13,3,11,0,0
18412,2,1,1,8,4,1,4,13,1,5
18413,3,7,4,3,2,12,2,3,0,0
18414,2,3,3,4,2,12,3,6,0,6
18415,4,6,4,12,1,6,4,10,0,0
18416,1,12,3,5,1,9,3,1,0,1
18417,4,13,4,6,2,7,3,1,0,0
18418,4,2,3,8,2,4,1,3,0,6
18419,4,13,4,10,2,5,3,1,0,0
18420,2,5,1,13,4,4,4,6,0,5
18421,1,8,1,12,2,5,4,5,0,5
18422,1,11,4,2,4,4,1,7,0,0
18423,4,12,2,9,1,3,4,3,0,7
18424,1,5,1,6,4,13,1,10,0,8
18425,4,11,2,1,2,12,3,10,0,7
18426,2,5,4,11,1,10,2,7,0,0
18427,4,4,1,10,4,6,2,5,0,4
18428,4,9,1,1,4,7,4,3,0,7
18429,4,3,1,12,2,5,3,3,0,7
18430,4,7,2,3,1,4,2,11,0,3
18431,1,4,3,13,2,13,3,11,0,6
18432,1,12,2,8,1,9,3,11,0,2
18433,3,2,3,11,3,7,2,13,0,6
18434,4,8,1,8,2,2,2,4,1,3
18435,1,7,1,12,3,5,2,4,0,8
18436,4,3,2,7,2,5,1,2,0,3
18437,2,13,2,5,3,9,1,1,0,8
18438,4,3,4,10,1,3,3,8,0,0
18439,2,1,4,7,4,10,3,6,0,0
18440,2,2,1,8,1,3,1,2,1,2
18441,2,13,1,9,2,8,4,10,0,5
18442,2,12,2,2,1,9,4,9,1,5
18443,3,10,3,9,2,3,4,3,0,1
18444,4,5,3,2,1,8,2,4,0,1
18445,3,13,1,5,1,8,3,10,0,3
18446,1,9,1,1,1,4,4,9,0,5
18447,2,5,1,10,2,12,4,11,0,5
18448,3,8,2,2,2,4,4,2,0,7
18449,4,13,2,8,4,1,2,11,0,4
18450,1,2,1,9,2,13,4,1,0,5
18451,4,12,2,9,1,4,2,6,0,3
18452,2,4,1,13,3,1,3,5,0,5
18453,1,10,1,3,4,8,2,2,0,8
18454,3,4,1,13,2,4,1,5,1,3
18455,4,6,4,3,2,11,2,4,0,0
18456,1,3,3,3,2,7,4,1,0,1
18457,1,4,4,3,2,8,4,8,0,0
18458,1,3,3,7,3,1,4,6,0,6
18459,4,7,1,3,4,13,2,12,0,4
18460,3,4,3,1,4,12,4,7,0,6
18461,4,2,3,10,1,4,3,4,0,1
18462,2,5,4,4,1,1,1,4,0,0
18463,2,10,3,10,3,1,1,3,0,6
18464,3,2,1,5,2,10,2,2,0,3
18465,4,13,4,9,4,1,2,11,0,0
18466,3,10,2,2,3,8,4,1,0,7
18467,3,6,2,9,1,11,4,1,0,7
18468,3,2,2,5,2,11,2,8,0,3
18469,2,13,4,5,3,7,1,13,0,0
18470,3,1,2,5,4,6,3,4,0,7
18471,2,2,1,11,1,13,1,8,0,2
18472,2,5,2,4,1,5,1,1,0,2
18473,4,12,4,8,3,11,4,3,0,0
18474,2,10,1,8,1,9,4,4,0,5
18475,3,8,3,5,4,7,4,3,0,6
18476,3,12,2,12,3,3,3,4,0,7
18477,4,7,2,11,1,11,3,13,0,7
18478,2,8,2,2,2,1,4,5,0,5
18479,3,9,3,11,2,12,1,11,0,6
18480,1,9,4,5,3,7,1,10,0,0
18481,4,4,1,6,3,12,2,10,0,4
18482,3,8,2,8,4,4,3,2,0,7
18483,4,12,2,9,2,4,4,6,0,7
18484,4,11,2,13,3,5,1,8,0,4
18485,4,7,3,4,2,3,1,11,0,6
18486,4,4,2,2,2,8,3,12,0,7
18487,3,12,1,4,3,7,3,2,0,7
